Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
1452,,,,,,,,,,,,,,,3.6,Blake Shelton,Sure Be Cool If You Did,False,2013.0,63.0,51.0,72.0,11.0,82.0,1.0,2.0,27.0,10.0,59.0,136.802,Folk
1453,,,,,,,,,,,,,,,4.13,Calvin Harris,Thinking About You (feat. Ayah Marar),False,2012.0,73.0,70.0,88.0,0.0,87.0,0.0,3.0,0.0,9.0,77.0,127.985,Hip Hop
1454,,,,,,,,,,,,,,,5.64,JAY-Z,Holy Grail,True,2013.0,70.0,63.0,52.0,2.0,70.0,0.0,12.0,6.0,28.0,13.0,145.082,Hip Hop
1455,,,,,,,,,,,,,,,3.35,Bridgit Mendler,Ready or Not,False,2012.0,81.0,68.0,88.0,2.0,86.0,1.0,5.0,0.0,10.0,77.0,93.043,Pop
1456,,,,,,,,,,,,,,,3.68,The Saturdays,What About Us,False,2013.0,69.0,67.0,67.0,7.0,81.0,1.0,7.0,1.0,23.0,70.0,123.973,Pop
1457,,,,,,,,,,,,,,,3.57,Bastille,Pompeii,False,2013.0,83.0,64.0,71.0,9.0,73.0,1.0,3.0,8.0,30.0,57.0,127.435,Pop
1458,,,,,,,,,,,,,,,3.34,One Direction,Best Song Ever,False,2013.0,85.0,60.0,88.0,1.0,90.0,1.0,5.0,2.0,7.0,48.0,118.491,Pop
1459,,,,,,,,,,,,,,,3.49,Nelly,Hey Porsche,True,2013.0,64.0,70.0,80.0,9.0,82.0,1.0,1.0,14.0,81.0,98.0,115.995,Hip Hop
1460,,,,,,,,,,,,,,,4.52,Zedd,Clarity,False,2012.0,0.0,44.0,78.0,8.0,88.0,1.0,10.0,4.0,6.0,17.0,128.006,Hip Hop
1461,,,,,,,,,,,,,,,3.69,Miley Cyrus,Wrecking Ball,False,2013.0,87.0,45.0,39.0,5.0,74.0,1.0,2.0,43.0,10.0,34.0,119.964,Pop
1462,,,,,,,,,,,,,,,3.56,Chris Brown,Fine China,False,2013.0,0.0,61.0,73.0,10.0,81.0,0.0,6.0,5.0,11.0,62.0,104.038,Hip Hop
1463,,,,,,,,,,,,,,,5.9,Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),False,2013.0,78.0,83.0,65.0,10.0,65.0,0.0,7.0,9.0,6.0,69.0,100.163,Hip Hop
1464,,,,,,,,,,,,,,,3.41,Armin van Buuren,This Is What It Feels Like,False,2013.0,74.0,47.0,84.0,8.0,79.0,1.0,1.0,4.0,5.0,12.0,129.885,Pop
1465,,,,,,,,,,,,,,,8.07,Justin Timberlake,Mirrors,False,2013.0,88.0,50.0,49.0,5.0,71.0,0.0,5.0,25.0,9.0,51.0,76.899,Pop
1466,,,,,,,,,,,,,,,2.98,Bruno Mars,Treasure,True,2012.0,88.0,89.0,68.0,5.0,79.0,0.0,4.0,4.0,36.0,97.0,116.017,Pop
1467,,,,,,,,,,,,,,,4.44,Of Monsters and Men,Little Talks,False,2012.0,89.0,35.0,75.0,1.0,79.0,1.0,2.0,2.0,15.0,41.0,102.961,Pop
1468,,,,,,,,,,,,,,,3.85,Miley Cyrus,We Can't Stop,False,2013.0,88.0,55.0,61.0,1.0,76.0,0.0,2.0,1.0,42.0,48.0,80.003,Pop
1469,,,,,,,,,,,,,,,4.02,J. Cole,Power Trip (feat. Miguel),True,2013.0,0.0,62.0,60.0,1.0,69.0,1.0,38.0,34.0,49.0,46.0,99.991,Hip Hop
1470,,,,,,,,,,,,,,,3.6,Paramore,Still into You,False,2013.0,89.0,54.0,93.0,5.0,86.0,1.0,4.0,1.0,4.0,78.0,136.01,Pop
1471,,,,,,,,,,,,,,,4.18,Christina Perri,human,False,2013.0,66.0,33.0,47.0,8.0,73.0,1.0,3.0,14.0,11.0,23.0,143.808,Pop
1472,,,,,,,,,,,,,,,3.8,Drake,"Hold On, We're Going Home",False,2013.0,81.0,76.0,39.0,6.0,67.0,0.0,14.0,0.0,6.0,27.0,99.993,Hip Hop
1473,,,,,,,,,,,,,,,3.97,James Blunt,Bonfire Heart,False,2013.0,0.0,50.0,82.0,0.0,76.0,1.0,6.0,19.0,12.0,44.0,118.021,Pop
1474,,,,,,,,,,,,,,,3.75,Maroon 5,Daylight,False,2012.0,74.0,61.0,67.0,7.0,78.0,1.0,1.0,0.0,28.0,36.0,120.001,Pop
1475,,,,,,,,,,,,,,,3.93,Childish Gambino,3005,True,2013.0,0.0,64.0,44.0,6.0,72.0,0.0,52.0,14.0,7.0,67.0,82.92,Hip Hop
1476,,,,,,,,,,,,,,,3.57,Avril Lavigne,Here's to Never Growing Up,True,2013.0,0.0,39.0,88.0,0.0,90.0,1.0,15.0,2.0,47.0,73.0,164.986,Pop
1477,,,,,,,,,,,,,,,3.87,Taylor Swift,22,False,2012.0,76.0,61.0,72.0,7.0,72.0,1.0,3.0,0.0,3.0,68.0,103.987,Pop
1478,,,,,,,,,,,,,,,4.21,Passenger,Let Her Go,False,2012.0,82.0,42.0,52.0,7.0,68.0,1.0,7.0,41.0,10.0,22.0,75.089,Pop
1479,,,,,,,,,,,,,,,3.78,Ariana Grande,The Way,False,2013.0,73.0,59.0,88.0,5.0,89.0,0.0,18.0,31.0,7.0,89.0,82.324,Pop
1480,,,,,,,,,,,,,,,4.01,Rihanna,Stay,False,2012.0,85.0,56.0,27.0,9.0,53.0,0.0,1.0,100.0,11.0,9.0,111.893,Hip Hop
1481,,,,,,,,,,,,,,,5.44,Justin Timberlake,Suit & Tie (feat. Jay-Z),True,2013.0,75.0,78.0,58.0,11.0,86.0,0.0,39.0,11.0,17.0,34.0,101.985,Pop
1482,,,,,,,,,,,,,,,3.56,Bruno Mars,When I Was Your Man,False,2012.0,93.0,55.0,24.0,0.0,61.0,1.0,4.0,99.0,8.0,38.0,72.795,Pop
1483,,,,,,,,,,,,,,,3.48,Florida Georgia Line,Cruise,False,2012.0,64.0,35.0,96.0,10.0,88.0,1.0,2.0,2.0,4.0,91.0,148.0,Folk
1484,,,,,,,,,,,,,,,3.88,Pharrell Williams,"Happy - From ""Despicable Me 2""",False,2014.0,89.0,60.0,82.0,5.0,82.0,0.0,32.0,23.0,8.0,100.0,160.019,Hip Hop
1485,,,,,,,,,,,,,,,3.59,Katy Perry,Dark Horse,False,2013.0,83.0,60.0,57.0,6.0,74.0,1.0,6.0,0.0,17.0,34.0,131.934,Pop
1486,,,,,,,,,,,,,,,5.0,ScHoolboy Q,Collard Greens,True,2014.0,0.0,82.0,55.0,11.0,81.0,1.0,8.0,3.0,22.0,68.0,153.972,Hip Hop
1487,,,,,,,,,,,,,,,3.33,Iggy Azalea,Fancy,True,2014.0,78.0,93.0,71.0,10.0,84.0,0.0,9.0,10.0,3.0,37.0,94.981,Hip Hop
1488,,,,,,,,,,,,,,,3.85,Maroon 5,Animals,False,2014.0,89.0,13.0,74.0,4.0,73.0,0.0,13.0,0.0,69.0,31.0,189.868,Pop
1489,,,,,,,,,,,,,,,2.88,Sam Smith,Stay With Me,False,2014.0,90.0,30.0,39.0,0.0,73.0,1.0,4.0,62.0,11.0,16.0,84.094,Pop
1490,,,,,,,,,,,,,,,3.75,MAGIC!,Rude,False,2014.0,90.0,76.0,76.0,1.0,80.0,1.0,3.0,4.0,34.0,96.0,144.033,Pop
1491,,,,,,,,,,,,,,,3.6,Sia,Chandelier,False,2014.0,88.0,28.0,79.0,1.0,91.0,1.0,5.0,2.0,6.0,58.0,117.089,Pop
1492,,,,,,,,,,,,,,,4.49,John Legend,All of Me,False,2013.0,94.0,31.0,22.0,8.0,69.0,1.0,2.0,98.0,13.0,32.0,119.93,Pop
1493,,,,,,,,,,,,,,,3.72,ZHU,Faded,False,2014.0,55.0,87.0,45.0,9.0,69.0,0.0,5.0,1.0,12.0,60.0,124.96,Dance
1494,,,,,,,,,,,,,,,3.13,Meghan Trainor,All About That Bass,True,2015.0,81.0,80.0,89.0,9.0,87.0,1.0,5.0,6.0,12.0,99.0,134.052,Pop
1495,,,,,,,,,,,,,,,3.39,David Guetta,Lovers on the Sun (feat. Sam Martin),False,2014.0,56.0,59.0,90.0,6.0,93.0,0.0,3.0,10.0,43.0,57.0,124.915,Hip Hop
1496,,,,,,,,,,,,,,,3.49,Iggy Azalea,Black Widow,True,2014.0,75.0,72.0,72.0,11.0,86.0,1.0,20.0,20.0,11.0,52.0,163.99,Hip Hop
1497,,,,,,,,,,,,,,,3.49,Tove Lo,Habits (Stay High),False,2014.0,83.0,71.0,64.0,5.0,88.0,1.0,2.0,7.0,7.0,33.0,110.003,Pop
1498,,,,,,,,,,,,,,,2.76,Oliver Heldens,Gecko (Overdrive) - Radio Edit,False,2014.0,75.0,55.0,89.0,0.0,78.0,1.0,8.0,1.0,38.0,78.0,124.959,Pop
1499,,,,,,,,,,,,,,,4.12,DJ Snake,You Know You Like It,False,2014.0,78.0,29.0,72.0,5.0,78.0,0.0,33.0,1.0,34.0,23.0,196.093,Hip Hop
1500,,,,,,,,,,,,,,,2.96,Jason Derulo,Talk Dirty (feat. 2 Chainz),True,2013.0,63.0,74.0,64.0,6.0,68.0,1.0,41.0,4.0,34.0,78.0,100.315,Hip Hop
1501,,,,,,,,,,,,,,,3.16,Maroon 5,Maps,False,2014.0,0.0,71.0,72.0,1.0,77.0,0.0,1.0,2.0,6.0,92.0,120.003,Pop
1502,,,,,,,,,,,,,,,2.84,David Guetta,Bad (feat. Vassy) - Radio Edit,False,2014.0,51.0,55.0,99.0,5.0,86.0,0.0,13.0,0.0,37.0,40.0,127.966,Hip Hop
1503,,,,,,,,,,,,,,,3.78,Tinashe,2 On (feat. ScHoolboy Q),True,2014.0,80.0,72.0,58.0,9.0,67.0,1.0,17.0,16.0,11.0,42.0,101.013,Hip Hop
1504,,,,,,,,,,,,,,,4.33,Route 94,My Love (feat. Jess Glynne),False,2014.0,81.0,81.0,61.0,8.0,67.0,1.0,5.0,0.0,5.0,74.0,119.976,Pop
1505,,,,,,,,,,,,,,,3.53,Taylor Swift,Bad Blood,False,2014.0,61.0,59.0,79.0,7.0,74.0,1.0,33.0,9.0,22.0,27.0,170.216,Pop
1506,,,,,,,,,,,,,,,3.87,Trey Songz,Na Na,False,2015.0,70.0,63.0,45.0,9.0,74.0,0.0,3.0,35.0,10.0,21.0,96.975,Hip Hop
1507,,,,,,,,,,,,,,,3.07,Calvin Harris,Under Control (feat. Hurts),False,2014.0,81.0,46.0,92.0,8.0,88.0,1.0,12.0,14.0,11.0,51.0,126.094,Hip Hop
1508,,,,,,,,,,,,,,,3.99,O.T. Genasis,CoCo,True,2014.0,69.0,90.0,62.0,8.0,75.0,1.0,21.0,0.0,35.0,15.0,119.906,Hip Hop
1509,,,,,,,,,,,,,,,3.22,Jason Derulo,Wiggle (feat. Snoop Dogg),False,2013.0,74.0,66.0,61.0,9.0,70.0,0.0,45.0,8.0,17.0,74.0,81.946,Hip Hop
1510,,,,,,,,,,,,,,,3.16,Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,False,2014.0,74.0,74.0,89.0,9.0,78.0,0.0,1.0,2.0,72.0,80.0,123.002,Pop
1511,,,,,,,,,,,,,,,4.45,Jeremih,Don't Tell 'Em,True,2015.0,83.0,86.0,51.0,2.0,79.0,1.0,15.0,41.0,11.0,37.0,98.052,Hip Hop
1512,,,,,,,,,,,,,,,4.34,Nicki Minaj,Anaconda,True,2014.0,74.0,100.0,59.0,9.0,74.0,1.0,31.0,7.0,23.0,66.0,129.994,Hip Hop
1513,,,,,,,,,,,,,,,3.55,Calvin Harris,Blame (feat. John Newman),False,2014.0,84.0,30.0,86.0,0.0,85.0,0.0,11.0,3.0,39.0,33.0,128.024,Hip Hop
1514,,,,,,,,,,,,,,,3.56,DJ Snake,Turn Down for What,False,2013.0,79.0,81.0,80.0,1.0,85.0,0.0,26.0,0.0,4.0,5.0,100.014,Hip Hop
1515,,,,,,,,,,,,,,,3.4,Pitbull,Timber (feat. Ke$ha),False,2012.0,90.0,51.0,98.0,11.0,85.0,1.0,15.0,3.0,14.0,81.0,129.992,Hip Hop
1516,,,,,,,,,,,,,,,4.29,OneRepublic,Counting Stars,False,2014.0,70.0,62.0,70.0,1.0,80.0,0.0,3.0,7.0,11.0,47.0,122.014,Pop
1517,,,,,,,,,,,,,,,3.24,Bobby Shmurda,Hot N*gga,True,2014.0,82.0,78.0,49.0,9.0,68.0,1.0,78.0,5.0,4.0,15.0,167.879,Hip Hop
1518,,,,,,,,,,,,,,,3.74,Calvin Harris,Summer,False,2014.0,24.0,54.0,87.0,4.0,87.0,0.0,2.0,2.0,9.0,73.0,127.962,Hip Hop
1519,,,,,,,,,,,,,,,3.6,ScHoolboy Q,Man Of The Year,True,2014.0,0.0,72.0,87.0,3.0,79.0,1.0,4.0,1.0,19.0,38.0,111.959,Hip Hop
1520,,,,,,,,,,,,,,,4.1,Nico & Vinz,Am I Wrong,False,2014.0,85.0,70.0,67.0,8.0,75.0,1.0,2.0,19.0,64.0,80.0,119.968,Hip Hop
1521,,,,,,,,,,,,,,,3.44,Becky G,Shower,False,2014.0,88.0,66.0,51.0,2.0,67.0,1.0,5.0,3.0,32.0,9.0,119.987,Pop
1522,,,,,,,,,,,,,,,3.16,Sigma,Nobody To Love - Radio Edit,False,2014.0,70.0,33.0,93.0,8.0,89.0,1.0,4.0,0.0,19.0,16.0,175.001,Pop
1523,,,,,,,,,,,,,,,3.06,The Chainsmokers,#SELFIE - Original Mix,False,2014.0,0.0,78.0,92.0,0.0,89.0,1.0,44.0,1.0,7.0,67.0,127.955,Pop
1524,,,,,,,,,,,,,,,3.22,Lorde,Team,False,2013.0,85.0,65.0,56.0,6.0,67.0,1.0,14.0,18.0,34.0,41.0,99.961,Pop
1525,,,,,,,,,,,,,,,3.23,Rixton,Me And My Broken Heart,False,2014.0,87.0,47.0,78.0,5.0,84.0,0.0,2.0,1.0,13.0,55.0,174.084,Pop
1526,,,,,,,,,,,,,,,3.36,Klingande,Jubel - Radio Edit,False,2013.0,56.0,65.0,50.0,0.0,68.0,1.0,2.0,69.0,14.0,6.0,124.938,Pop
1527,,,,,,,,,,,,,,,3.47,Mr. Probz,Waves - Robin Schulz Radio Edit,False,2014.0,2.0,83.0,49.0,5.0,58.0,0.0,3.0,1.0,7.0,44.0,119.993,Hip Hop
1528,,,,,,,,,,,,,,,3.88,Paloma Faith,Only Love Can Hurt Like This,False,2014.0,90.0,49.0,89.0,8.0,82.0,1.0,12.0,10.0,38.0,29.0,90.99,Pop
1529,,,,,,,,,,,,,,,4.2,Kiesza,Hideaway,False,2014.0,72.0,84.0,72.0,7.0,85.0,0.0,5.0,9.0,7.0,18.0,122.993,Pop
1530,,,,,,,,,,,,,,,3.85,Ellie Goulding,Burn,False,2014.0,79.0,48.0,78.0,1.0,80.0,1.0,4.0,33.0,10.0,31.0,87.016,Pop
1531,,,,,,,,,,,,,,,3.58,Ariana Grande,Break Free,False,2014.0,0.0,65.0,70.0,7.0,78.0,0.0,4.0,1.0,22.0,27.0,129.956,Pop
1532,,,,,,,,,,,,,,,3.63,Kid Ink,Show Me (feat. Chris Brown),True,2014.0,76.0,68.0,49.0,7.0,68.0,1.0,5.0,4.0,14.0,67.0,98.098,Hip Hop
1533,,,,,,,,,,,,,,,3.97,Tove Lo,Talking Body,True,2014.0,74.0,71.0,76.0,4.0,78.0,0.0,2.0,10.0,7.0,8.0,119.999,Pop
1534,,,,,,,,,,,,,,,4.42,Chris Brown,Loyal (feat. Lil Wayne & Tyga),True,2014.0,81.0,84.0,50.0,10.0,75.0,0.0,5.0,2.0,20.0,62.0,99.059,Hip Hop
1535,,,,,,,,,,,,,,,3.74,OneRepublic,Love Runs Out,False,2014.0,66.0,69.0,95.0,7.0,86.0,1.0,7.0,18.0,9.0,75.0,120.022,Pop
1536,,,,,,,,,,,,,,,3.74,Olly Murs,Up (feat. Demi Lovato),False,2014.0,0.0,65.0,85.0,9.0,82.0,1.0,2.0,2.0,10.0,65.0,114.948,Pop
1537,,,,,,,,,,,,,,,3.8,Peking Duk,High (feat. Nicole Millar),False,2014.0,54.0,44.0,80.0,0.0,85.0,0.0,5.0,0.0,32.0,37.0,100.094,Dance
1538,,,,,,,,,,,,,,,5.23,Milky Chance,Stolen Dance,False,2014.0,82.0,90.0,57.0,11.0,60.0,1.0,3.0,45.0,7.0,74.0,114.016,Pop
1539,,,,,,,,,,,,,,,3.66,Ed Sheeran,Don't,False,2014.0,81.0,80.0,59.0,1.0,70.0,1.0,8.0,1.0,74.0,87.0,95.049,Pop
1540,,,,,,,,,,,,,,,3.94,Ariana Grande,Love Me Harder,False,2014.0,83.0,37.0,71.0,1.0,83.0,0.0,2.0,1.0,7.0,22.0,98.992,Pop
1541,,,,,,,,,,,,,,,4.06,Enrique Iglesias,Bailando - Spanish Version,False,2014.0,74.0,69.0,79.0,7.0,88.0,1.0,16.0,5.0,2.0,99.0,90.949,Pop
1542,,,,,,,,,,,,,,,4.25,Avicii,Hey Brother,False,2013.0,2.0,47.0,78.0,7.0,81.0,0.0,4.0,3.0,7.0,45.0,125.014,Pop
1543,,,,,,,,,,,,,,,3.32,Jessie J,Bang Bang,False,2014.0,87.0,67.0,79.0,0.0,88.0,0.0,13.0,28.0,43.0,77.0,150.028,Hip Hop
1544,,,,,,,,,,,,,,,4.76,Duke Dumont,I Got U,False,2014.0,75.0,58.0,76.0,9.0,66.0,0.0,2.0,0.0,8.0,46.0,120.837,Pop
1545,,,,,,,,,,,,,,,3.31,Gorgon City,Ready For Your Love,False,2014.0,69.0,63.0,75.0,5.0,70.0,1.0,26.0,6.0,37.0,47.0,121.939,Pop
1546,,,,,,,,,,,,,,,3.85,Taylor Swift,Style,False,2014.0,69.0,52.0,79.0,7.0,77.0,1.0,3.0,0.0,12.0,48.0,94.933,Pop
1547,,,,,,,,,,,,,,,2.92,MKTO,Classic,False,2012.0,92.0,69.0,79.0,1.0,82.0,1.0,20.0,4.0,16.0,77.0,102.071,Hip Hop
1548,,,,,,,,,,,,,,,4.26,Disclosure,Latch,False,2013.0,83.0,41.0,72.0,1.0,78.0,1.0,28.0,2.0,8.0,52.0,121.985,Pop
1549,,,,,,,,,,,,,,,3.23,Ariana Grande,Problem,False,2014.0,82.0,61.0,81.0,1.0,78.0,0.0,26.0,2.0,17.0,63.0,103.008,Pop
1550,,,,,,,,,,,,,,,2.83,Charli XCX,Boom Clap,False,2014.0,55.0,61.0,92.0,4.0,94.0,1.0,11.0,16.0,20.0,58.0,91.999,Pop
1551,,,,,,,,,,,,,,,3.8,One Direction,Steal My Girl,False,2014.0,89.0,45.0,77.0,10.0,75.0,0.0,2.0,0.0,11.0,55.0,77.217,Pop
1552,,,,,,,,,,,,,,,4.4,Tiësto,Red Lights,False,2013.0,0.0,60.0,83.0,10.0,81.0,1.0,3.0,0.0,24.0,55.0,124.989,Pop
1553,,,,,,,,,,,,,,,3.79,Selena Gomez,The Heart Wants What It Wants,False,2014.0,65.0,56.0,79.0,7.0,81.0,0.0,3.0,6.0,14.0,63.0,83.066,Pop
1554,,,,,,,,,,,,,,,3.39,Rita Ora,I Will Never Let You Down,False,2014.0,73.0,73.0,80.0,4.0,89.0,1.0,1.0,43.0,13.0,81.0,128.011,Hip Hop
1555,,,,,,,,,,,,,,,3.37,5 Seconds of Summer,She Looks So Perfect,False,2014.0,83.0,40.0,96.0,9.0,84.0,1.0,21.0,0.0,37.0,43.0,160.025,Pop
1556,,,,,,,,,,,,,,,4.09,The Script,Superheroes,False,2014.0,83.0,40.0,89.0,3.0,85.0,1.0,3.0,0.0,6.0,65.0,166.996,Pop
1557,,,,,,,,,,,,,,,3.65,Taylor Swift,Shake It Off,False,2014.0,89.0,60.0,80.0,7.0,78.0,1.0,28.0,7.0,38.0,97.0,160.078,Pop
1558,,,,,,,,,,,,,,,3.78,One Direction,Night Changes,False,2014.0,93.0,63.0,50.0,8.0,66.0,1.0,2.0,91.0,11.0,36.0,120.001,Pop
1559,,,,,,,,,,,,,,,3.92,Ed Sheeran,Sing,False,2014.0,78.0,81.0,66.0,8.0,83.0,0.0,5.0,32.0,5.0,97.0,119.988,Pop
1560,,,,,,,,,,,,,,,3.5,Alesso,Heroes (we could be),False,2014.0,58.0,43.0,75.0,5.0,84.0,1.0,8.0,4.0,26.0,34.0,125.876,Pop
1561,,,,,,,,,,,,,,,3.14,Tiësto,Wasted,False,2014.0,0.0,59.0,84.0,2.0,77.0,1.0,1.0,0.0,21.0,36.0,112.028,Pop
1562,,,,,,,,,,,,,,,3.31,G.R.L.,Ugly Heart,False,2014.0,72.0,60.0,79.0,9.0,78.0,1.0,5.0,2.0,36.0,44.0,124.96,Pop
1563,,,,,,,,,,,,,,,4.46,Coldplay,A Sky Full of Stars,False,2014.0,90.0,47.0,67.0,6.0,72.0,1.0,1.0,1.0,23.0,13.0,124.97,Rock
1564,,,,,,,,,,,,,,,3.8,Clean Bandit,Rather Be (feat. Jess Glynne),False,2014.0,81.0,79.0,57.0,11.0,71.0,1.0,3.0,17.0,21.0,55.0,120.97,Pop
1565,,,,,,,,,,,,,,,3.62,Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,False,2014.0,71.0,53.0,73.0,8.0,90.0,1.0,4.0,12.0,9.0,46.0,127.961,Hip Hop
1566,,,,,,,,,,,,,,,4.29,Sia,Elastic Heart,False,2014.0,79.0,31.0,79.0,9.0,80.0,1.0,5.0,1.0,15.0,50.0,130.075,Pop
1567,,,,,,,,,,,,,,,4.09,One Direction,Story of My Life,False,2013.0,91.0,54.0,65.0,3.0,76.0,1.0,5.0,24.0,12.0,27.0,121.07,Pop
1568,,,,,,,,,,,,,,,3.09,Alex & Sierra,Little Do You Know,False,2014.0,84.0,41.0,25.0,0.0,62.0,1.0,2.0,79.0,20.0,36.0,145.879,Pop
1569,,,,,,,,,,,,,,,3.78,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),True,2014.0,62.0,71.0,67.0,10.0,77.0,0.0,4.0,7.0,22.0,71.0,97.448,Hip Hop
1570,,,,,,,,,,,,,,,3.96,Echosmith,Cool Kids,False,2013.0,80.0,69.0,66.0,8.0,73.0,1.0,2.0,4.0,12.0,81.0,130.027,Pop
1571,,,,,,,,,,,,,,,3.17,Natalie La Rose,Somebody,False,2014.0,74.0,83.0,50.0,0.0,61.0,1.0,3.0,0.0,5.0,75.0,104.99,Pop
1572,,,,,,,,,,,,,,,3.4,Vance Joy,Riptide,False,2014.0,90.0,39.0,73.0,1.0,71.0,1.0,3.0,46.0,16.0,51.0,101.654,Rock
1573,,,,,,,,,,,,,,,5.39,Beyoncé,Drunk in Love (feat. Jay-Z),True,2014.0,79.0,52.0,61.0,5.0,70.0,0.0,5.0,1.0,19.0,39.0,140.03,Pop
1574,,,,,,,,,,,,,,,3.92,Maroon 5,Sugar,True,2014.0,0.0,72.0,78.0,1.0,69.0,1.0,2.0,6.0,8.0,91.0,120.042,Pop
1575,,,,,,,,,,,,,,,3.55,Ella Henderson,Ghost,False,2014.0,71.0,64.0,84.0,9.0,86.0,1.0,4.0,5.0,15.0,46.0,104.975,Pop
1576,,,,,,,,,,,,,,,5.01,Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",False,2013.0,80.0,51.0,0.0,10.0,0.0,0.0,3.0,59.0,6.0,21.0,152.037,Pop
1577,,,,,,,,,,,,,,,4.07,Chris Brown,New Flame (feat. Usher & Rick Ross),True,2014.0,75.0,67.0,62.0,1.0,84.0,1.0,4.0,5.0,9.0,44.0,141.967,Hip Hop
1578,,,,,,,,,,,,,,,3.64,Sheppard,Geronimo,False,2014.0,0.0,67.0,77.0,7.0,73.0,1.0,11.0,46.0,11.0,43.0,142.016,Pop
1579,,,,,,,,,,,,,,,3.09,Olly Murs,Wrapped Up (feat. Travie McCoy),False,2014.0,0.0,77.0,85.0,1.0,82.0,1.0,6.0,10.0,15.0,98.0,121.989,Pop
1580,,,,,,,,,,,,,,,3.21,Sam Smith,Money On My Mind,False,2014.0,70.0,65.0,85.0,2.0,79.0,1.0,31.0,22.0,25.0,76.0,133.912,Pop
1581,,,,,,,,,,,,,,,3.62,Jason Derulo,Trumpets,False,2013.0,60.0,57.0,70.0,0.0,81.0,1.0,42.0,60.0,9.0,65.0,81.897,Hip Hop
1582,,,,,,,,,,,,,,,4.5,Nicki Minaj,Bed Of Lies,True,2014.0,60.0,68.0,66.0,11.0,76.0,1.0,34.0,27.0,11.0,9.0,86.01,Hip Hop
1583,,,,,,,,,,,,,,,3.7,Nick Jonas,Jealous - Remix,True,2014.0,0.0,64.0,70.0,11.0,87.0,0.0,10.0,1.0,52.0,50.0,93.047,Pop
1584,,,,,,,,,,,,,,,4.49,Mark Ronson,Uptown Funk (feat. Bruno Mars),True,2015.0,92.0,86.0,60.0,0.0,69.0,1.0,12.0,1.0,2.0,96.0,114.988,Pop
1585,,,,,,,,,,,,,,,4.69,Ed Sheeran,Thinking out Loud,False,2014.0,91.0,77.0,42.0,2.0,75.0,1.0,1.0,50.0,20.0,60.0,78.998,Pop
1586,,,,,,,,,,,,,,,3.83,Wiz Khalifa,See You Again (feat. Charlie Puth),False,2015.0,91.0,65.0,46.0,10.0,67.0,1.0,12.0,39.0,5.0,26.0,80.025,Hip Hop
1587,,,,,,,,,,,,,,,3.43,Justin Bieber,What Do You Mean?,False,2015.0,87.0,85.0,55.0,5.0,64.0,0.0,14.0,62.0,7.0,81.0,125.02,Pop
1588,,,,,,,,,,,,,,,2.94,Major Lazer,Lean On (feat. MØ & DJ Snake),False,2015.0,82.0,69.0,81.0,7.0,90.0,0.0,8.0,0.0,65.0,25.0,98.007,Hip Hop
1589,,,,,,,,,,,,,,,4.2,The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",False,2014.0,85.0,61.0,35.0,2.0,75.0,0.0,1.0,41.0,9.0,42.0,119.844,Pop
1590,,,,,,,,,,,,,,,4.21,Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",False,2015.0,88.0,10.0,59.0,8.0,72.0,1.0,5.0,26.0,12.0,26.0,189.857,Pop
1591,,,,,,,,,,,,,,,3.79,Calvin Harris,Outside (feat. Ellie Goulding),False,2014.0,88.0,59.0,83.0,2.0,85.0,0.0,3.0,23.0,36.0,41.0,128.035,Hip Hop
1592,,,,,,,,,,,,,,,3.21,David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",False,2014.0,84.0,53.0,73.0,9.0,85.0,1.0,25.0,25.0,37.0,52.0,85.979,Hip Hop
1593,,,,,,,,,,,,,,,3.58,Demi Lovato,Cool for the Summer,True,2015.0,0.0,52.0,60.0,5.0,77.0,0.0,3.0,0.0,8.0,30.0,114.101,Pop
1594,,,,,,,,,,,,,,,3.86,Taylor Swift,Blank Space,False,2014.0,92.0,74.0,70.0,5.0,78.0,1.0,6.0,11.0,8.0,57.0,95.997,Pop
1595,,,,,,,,,,,,,,,4.04,The Weeknd,The Hills,True,2015.0,94.0,52.0,55.0,0.0,69.0,0.0,6.0,7.0,14.0,11.0,113.003,Pop
1596,,,,,,,,,,,,,,,4.34,The Neighbourhood,Daddy Issues,False,2015.0,96.0,52.0,50.0,10.0,57.0,1.0,2.0,7.0,12.0,32.0,85.012,Rock
1597,,,,,,,,,,,,,,,3.53,Deorro,Five More Hours,False,2015.0,74.0,66.0,89.0,5.0,89.0,0.0,39.0,3.0,96.0,50.0,127.961,Pop
1598,,,,,,,,,,,,,,,2.94,Avicii,The Nights,False,2014.0,96.0,44.0,84.0,6.0,79.0,1.0,4.0,2.0,27.0,66.0,125.983,Pop
